subject,message,label
Konta piekļuves problēma,"Cienījamais lietotāj!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.
Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi.

Šis ir automātiski nosūtīts paziņojums.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Ar cieņu,
Konta drošības komanda.",phishing
Komandas sapulce,"Labdien, kolēģi!

Šonedēļ esam sagatavojuši vairākus jaunumus. Paldies par jūsu laiku un atsaucību. Mēs novērtējam jūsu atsauksmes un ieteikumus. Dokumenti būs pieejami arī klātienes tikšanās laikā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Informācija par darba grafiku ir pievienota šim ziņojumam. Ja nepieciešams, varam vienoties par citu laiku.

Ar cieņu,
Administrācija.",normal
Drošības pārbaude,"Cienījamais klient!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Papildu informācija par pārbaudi ir pieejama konta sadaļā. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Komandas sapulce,"Labdien, kolēģi!

Paldies par jūsu iepriekšējo atbildi. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Darba grafiks nākamajai nedēļai ir sagatavots. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Apstipriniet konta informāciju,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā.
Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Paziņojums ir nosūtīts automātiski.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Drošības nodaļa.",phishing
Piegādes informācija,"Sveiki, Jāni!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Darba grafiks nākamajai nedēļai ir sagatavots. Nodarbība notiks ierastajā laikā.

Ar cieņu,
Administrācija.",normal
Brīdinājums par kontu,"Cienījamais lietotāj!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Ar cieņu,
Konta drošības komanda.",phishing
Pasūtījuma statuss,"Labdien, Anna!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Pielikumā nosūtām informāciju par plānoto pasākumu. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Šonedēļ esam sagatavojuši vairākus jaunumus.

Lai jauka diena!
Mūsu komanda.",normal
Svarīga informācija par jūsu kontu,"Cienījamais klient!

Kontam ir nepieciešama papildu drošības pārbaude.

Papildu informācija par pārbaudi ir pieejama konta sadaļā. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Paldies par sadarbību.",phishing
Nepieciešama profila pārbaude,"Jūsu profils ir saņēmis drošības brīdinājumu. Nekavējoties veiciet pārbaudi, izmantojot norādīto saiti.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/earn_money_lv",phishing
Neapstiprināta darbība,"Labdien, cienījamais klient!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.
Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Lūdzu, pievērsiet šim paziņojumam uzmanību. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Nedēļas jaunumi,"Labdien!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Nodarbība notiks ierastajā laikā. Mēs nosūtīsim papildu informāciju pēc tikšanās. Aptauja aizņems tikai dažas minūtes. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Dokumenti būs pieejami arī klātienes tikšanās laikā. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Konta pārbaudes termiņš,"Labdien!

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota.

Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ar cieņu,
Konta drošības komanda.",phishing
Jūsu profils ir jāatjauno,"Svarīgs paziņojums!

Svarīga informācija par jūsu kontu.

Drošības sistēma ir pamanījusi aizdomīgu darbību. Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Lūdzu, apstipriniet savu konta informāciju.
Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Atbalsta komanda.",phishing
Tikšanās laika maiņa,"Labdien, skolēni!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Dokumenti būs pieejami arī klātienes tikšanās laikā. Atgādinām par rīt plānoto tikšanos. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Ar cieņu,
Administrācija.",normal
Jūsu kontam nepieciešama pārbaude,"Labdien!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Šis ir automātiski nosūtīts paziņojums. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Pārbaudi ieteicams pabeigt tuvākajā laikā. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Nepieciešams apstiprinājums,"Sveiki, klient!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā.
Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Pārbaudes termiņš ir ierobežots. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Semināra programma,"Sveiki, komanda!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Paldies, ka izmantojat mūsu pakalpojumus. Dokumenti būs pieejami arī klātienes tikšanās laikā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies par jūsu laiku un atsaucību. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Veiksmīgu dienu!
Mūsu komanda.",normal
Darījuma pārbaude,"Cienījamais lietotāj!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.
Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Šis ir automātiski nosūtīts paziņojums.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Paldies par sadarbību.",phishing
Nedēļas jaunumi,"Labdien, skolēni!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Papildu informāciju varat saņemt, sazinoties ar mums. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Paldies par jūsu laiku un atsaucību.

Veiksmīgu dienu!
Mūsu komanda.",normal
Pasākuma programma,"Labdien, kolēģi!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Paldies par jūsu iepriekšējo atbildi. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Ar cieņu,
Administrācija.",normal
Konta darbības apstiprināšana,"Labdien!

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību. Lūdzu, neatlieciet šo pārbaudi.

Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies par sapratni.",phishing
Rēķins par pakalpojumu,"Sveiki!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Paldies, ka izmantojat mūsu pakalpojumus.

Ar cieņu,
Projektu komanda.",normal
Pasūtījuma statuss,"Sveiki, komanda!

Atgādinām par rīt plānoto tikšanos. Jūsu rezervācija ir veiksmīgi apstiprināta. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Paldies par jūsu iepriekšējo atbildi. Dokumenti būs pieejami arī klātienes tikšanās laikā. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Datu atjaunošana,"Lai turpinātu izmantot pakalpojumu, nepieciešams apstiprināt vārdu, personas kodu un kontaktinformāciju.

Lai turpinātu, izmantojiet norādīto saiti:
https://account-security-check.com",phishing
Nepieciešama konta pārbaude,"Sveiki!

Jūsu profils pašlaik gaida papildu pārbaudi.

Atbildēt uz šo ziņojumu nav nepieciešams. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Nepieciešams apstiprinājums,"Cienījamais lietotāj!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību.

Pārbaude tiek veikta drošības nolūkos. Lūdzu, apstipriniet savu konta informāciju.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Atgādinājums par tikšanos,"Labdien, cienījamie klienti!

Jūsu rezervācija ir veiksmīgi apstiprināta. Pasākuma sākums paredzēts plkst. 10.00. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Atgādinām, ka pasākums notiks piektdien.

Ar cieņu,
Administrācija.",normal
Jūsu kontam nepieciešama pārbaude,"Svarīgs paziņojums!

Svarīga informācija par jūsu kontu.

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei. Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Nepieciešams apstiprināt, ka konts joprojām pieder jums.
Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Ar cieņu,
Drošības nodaļa.",phishing
Pateicība par sadarbību,"Sveiki, komanda!

Šonedēļ esam sagatavojuši vairākus jaunumus. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Darba grafiks nākamajai nedēļai ir sagatavots. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Ar cieņu,
Projektu komanda.",normal
Pateicība par sadarbību,"Labdien, cienījamie klienti!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Darba grafiks nākamajai nedēļai ir sagatavots. Atgādinām par rīt plānoto tikšanos.

Ar cieņu,
Skolas administrācija.",normal
Nepieciešama tūlītēja darbība,"Cienījamais klient!

Ir konstatēta iespējama neatbilstība konta informācijā.
Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Darba grafiks,"Labdien, kolēģi!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Papildu informāciju varat saņemt, sazinoties ar mums. Jūsu rezervācija ir veiksmīgi apstiprināta. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Piegāde ir plānota tuvāko trīs darba dienu laikā. Paldies par jūsu laiku un atsaucību.

Ar cieņu,
Administrācija.",normal
Mēneša pārskats,"Sveiki, komanda!

Paldies, ka izmantojat mūsu pakalpojumus. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Jūsu rezervācija ir veiksmīgi apstiprināta. Mēs nosūtīsim papildu informāciju pēc tikšanās.

Ar cieņu,
Administrācija.",normal
Drošības sistēmas brīdinājums,"Cienījamais lietotāj!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.
Lūdzu, apstipriniet savu konta informāciju.

Šis ir automātiski nosūtīts paziņojums.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Drošības nodaļa.",phishing
Maksājuma apstiprināšana,"Mūsu drošības sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Nekavējoties apstipriniet savus datus.

Lai turpinātu, izmantojiet norādīto saiti:
https://delivery-confirmation.example",phishing
Steidzams paziņojums,"Ja nepieciešamā darbība netiks veikta 24 stundu laikā, jūsu konts tiks bloķēts.

Lai turpinātu, izmantojiet norādīto saiti:
https://payment-verification.example

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Darba grafiks,"Labdien, cienījamie klienti!

Paldies par jūsu iepriekšējo atbildi. Mēs novērtējam jūsu atsauksmes un ieteikumus. Pasākuma sākums paredzēts plkst. 10.00.

Veiksmīgu dienu!
Mūsu komanda.",normal
Piegādes datums,"Labdien, kolēģi!

Darba grafiks nākamajai nedēļai ir sagatavots. Mēs priecāsimies saņemt jūsu komentārus. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Šonedēļ esam sagatavojuši vairākus jaunumus. Nodarbība notiks ierastajā laikā. Ja nepieciešams, varam vienoties par citu laiku.

Paldies!
Klientu serviss.",normal
Piekļuves atjaunošana,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Atbalsta komanda.",phishing
Pasūtījuma statuss,"Labdien, kolēģi!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Mēs priecāsimies saņemt jūsu komentārus. Šonedēļ esam sagatavojuši vairākus jaunumus.

Paldies!
Klientu serviss.",normal
Nepieciešama konta pārbaude,"Sveiki!

Svarīga informācija par jūsu kontu.

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude. Šis ir automātiski nosūtīts paziņojums.

Lūdzu, pabeidziet drošības pārbaudi.
Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Drošības pārbaude,"Labdien!

Svarīga informācija par jūsu kontu.

Ir konstatēta iespējama neatbilstība konta informācijā. Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Lūdzu, pabeidziet drošības pārbaudi.
Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Pārbaudes termiņš ir ierobežots.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Konta piekļuves problēma,"Cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Paldies par sadarbību.",phishing
Pateicība par sadarbību,"Sveiki, visiem!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Dokumenti būs pieejami arī klātienes tikšanās laikā. Nodarbība notiks ierastajā laikā.

Ar cieņu,
Projektu komanda.",normal
Svarīgs drošības paziņojums,"Labdien!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.

Lūdzu, pabeidziet drošības pārbaudi. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Jūsu balva ir gatava,"Jums ir piešķirta naudas balva. Lai pārskaitītu naudu, nepieciešams ievadīt bankas informāciju.

Lai turpinātu, izmantojiet norādīto saiti:
https://account-security-check.com",phishing
Pateicība par sadarbību,"Sveiki, visiem!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Pielikumā nosūtām informāciju par plānoto pasākumu. Atgādinām, ka pasākums notiks piektdien. Mēs priecāsimies saņemt jūsu komentārus. Jūsu rezervācija ir veiksmīgi apstiprināta. Pasākuma sākums paredzēts plkst. 10.00. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Paldies!
Klientu serviss.",normal
Mēneša pārskats,"Labdien!

Atgādinām par rīt plānoto tikšanos. Šonedēļ esam sagatavojuši vairākus jaunumus. Pasākuma sākums paredzēts plkst. 10.00. Paldies par jūsu laiku un atsaucību. Ja nepieciešams, varam vienoties par citu laiku. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Svarīgi! Nepieciešama tūlītēja rīcība,"Ja nepieciešamā darbība netiks veikta 24 stundu laikā, jūsu konts tiks bloķēts.

Lai turpinātu, izmantojiet norādīto saiti:
https://delivery-confirmation.example",phishing
Pateicība par sadarbību,"Sveiki, kolēģi!

Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Pasākuma sākums paredzēts plkst. 10.00. Aptauja aizņems tikai dažas minūtes. Ja nepieciešams, varam vienoties par citu laiku. Mēs priecāsimies saņemt jūsu komentārus. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Administrācija.",normal
Steidzams paziņojums,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Sistēma nevarēja automātiski apstiprināt pēdējo darbību.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Drošības nodaļa.",phishing
Nepieciešama tūlītēja darbība,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Pēdējais atgādinājums par kontu,"Cienījamais klient!

Jūsu profils pašlaik gaida papildu pārbaudi.

Atbildēt uz šo ziņojumu nav nepieciešams. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Pārbaudes termiņš ir ierobežots. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Jaunumi uzņēmumā,"Labdien!

Sanāksmes laikā pārrunāsim aktuālos jautājumus. Darba grafiks nākamajai nedēļai ir sagatavots. Aptauja aizņems tikai dažas minūtes. Dokumenti būs pieejami arī klātienes tikšanās laikā. Atgādinām par rīt plānoto tikšanos. Paldies, ka izmantojat mūsu pakalpojumus. Pielikumā nosūtām informāciju par plānoto pasākumu.

Ar cieņu,
Administrācija.",normal
Nedēļas jaunumi,"Sveiki, Jāni!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Informācija par darba grafiku ir pievienota šim ziņojumam. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Paldies!
Klientu serviss.",normal
Konta darbības apstiprināšana,"Sveiki, klient!

Jūsu konta drošības statuss ir jāapstiprina.
Lūdzu, pabeidziet drošības pārbaudi.

Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Maksājuma apstiprināšana,"Sveiki!

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Atbildēt uz šo ziņojumu nav nepieciešams. Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Drošības pārbaude,"Cienījamais lietotāj!

Kontam ir nepieciešama papildu drošības pārbaude.
Lūdzu, apstipriniet savu konta informāciju.

Šī darbība ir saistīta ar jūsu konta drošību.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Paldies par sadarbību.",phishing
Drošības sistēmas brīdinājums,"Sveiki!

Svarīga informācija par jūsu kontu.

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude. Šis ir automātiski nosūtīts paziņojums.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.
Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Piegādes informācija,"Labdien, skolēni!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Piegāde ir plānota tuvāko trīs darba dienu laikā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Atgādinām, ka pasākums notiks piektdien. Paldies par jūsu laiku un atsaucību. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Informācija klientiem,"Sveiki, visiem!

Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs priecāsimies saņemt jūsu komentārus. Atgādinām par rīt plānoto tikšanos. Mēs novērtējam jūsu atsauksmes un ieteikumus. Šonedēļ esam sagatavojuši vairākus jaunumus. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Aptauja aizņems tikai dažas minūtes.

Ar cieņu,
Skolas administrācija.",normal
Mācību materiāli,"Sveiki, kolēģi!

Pasākuma sākums paredzēts plkst. 10.00. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Jūsu rezervācija ir veiksmīgi apstiprināta.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Svarīga informācija par jūsu kontu,"Sveiki!

Svarīga informācija par jūsu kontu.

Jūsu konta drošības statuss ir jāapstiprina. Šī darbība ir saistīta ar jūsu konta drošību.

Lūdzu, pabeidziet drošības pārbaudi.
Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Paldies par sapratni.",phishing
Identitātes pārbaude,"Sveiki!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sadarbību.",phishing
Svarīga informācija par jūsu kontu,"Labdien!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.
Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija.

Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Atbalsta komanda.",phishing
Drošības pārbaude,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā.

Papildu informācija par pārbaudi ir pieejama konta sadaļā. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Lūdzu, pievērsiet šim paziņojumam uzmanību. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies par sadarbību.",phishing
Piegādes datums,"Labdien, cienījamie klienti!

Atgādinām, ka pasākums notiks piektdien. Paldies par jūsu iepriekšējo atbildi. Paldies, ka izmantojat mūsu pakalpojumus. Mēs priecāsimies saņemt jūsu komentārus. Šonedēļ esam sagatavojuši vairākus jaunumus. Atgādinām par rīt plānoto tikšanos. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Paldies!
Klientu serviss.",normal
Jaunā darba kārtība,"Sveiki, komanda!

Pielikumā nosūtām informāciju par plānoto pasākumu. Mēs nosūtīsim papildu informāciju pēc tikšanās. Aptauja aizņems tikai dažas minūtes. Pasākuma sākums paredzēts plkst. 10.00.

Ar cieņu,
Administrācija.",normal
Svarīgs drošības paziņojums,"Cienījamais lietotāj!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību. Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Atbalsta komanda.",phishing
Piekļuves atjaunošana,"Labdien!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ar cieņu,
Konta drošības komanda.",phishing
Darba grafiks,"Sveiki, Jāni!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Darba grafiks nākamajai nedēļai ir sagatavots. Pasākuma sākums paredzēts plkst. 10.00.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Darba grafiks,"Sveiki, Jāni!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Atgādinām, ka pasākums notiks piektdien. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Ar cieņu,
Skolas administrācija.",normal
Svarīga informācija par jūsu kontu,"Sveiki, klient!

Jūsu konta drošības statuss ir jāapstiprina.

Pārbaude tiek veikta drošības nolūkos. Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Pārbaudes termiņš ir ierobežots. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Nepieciešama identitātes pārbaude,"Lai turpinātu izmantot pakalpojumu, nepieciešams apstiprināt vārdu, personas kodu un kontaktinformāciju.

Lai turpinātu, izmantojiet norādīto saiti:
https://delivery-confirmation.example",phishing
Paziņojums par konta darbību,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Kontam ir nepieciešama papildu drošības pārbaude.

Nepieciešams apstiprināt, ka konts joprojām pieder jums. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Jaunumi uzņēmumā,"Sveiki, visiem!

Paldies par jūsu iepriekšējo atbildi. Pielikumā nosūtām informāciju par plānoto pasākumu. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Atgādinām par rīt plānoto tikšanos. Jūsu rezervācija ir veiksmīgi apstiprināta.

Paldies!
Klientu serviss.",normal
